1.359,,Temperature,,27.99,,DegC
1.376,,pH,,6.01,,pH
1.376,,Pump1,,0,,%
1.376,,Pump2,,0,,%
1.376,,Temperature,,27.99,,DegC
1.393,,pH,,6.01,,pH
1.393,,Pump1,,0,,%
1.393,,Pump2,,0,,%
1.393,,Temperature,,27.99,,DegC
1.409,,pH,,6.01,,pH
1.409,,Pump1,,0,,%
1.409,,Pump2,,0,,%
1.409,,Temperature,,27.99,,DegC
1.426,,pH,,6.01,,pH
1.426,,Pump1,,0,,%
1.426,,Pump2,,0,,%
1.426,,Temperature,,28,,DegC
1.443,,pH,,6.01,,pH
1.443,,Pump1,,0,,%
1.443,,Pump2,,0,,%
1.443,,Temperature,,28,,DegC
1.459,,pH,,6.01,,pH
1.459,,Pump1,,0,,%
1.459,,Pump2,,0,,%
1.459,,Temperature,,28.02,,DegC
1.476,,pH,,6.02,,pH
1.476,,Pump1,,0,,%
1.476,,Pump2,,0,,%
1.476,,Temperature,,28.01,,DegC
1.493,,pH,,6.02,,pH
1.493,,Pump1,,0,,%
1.493,,Pump2,,0,,%
1.493,,Temperature,,28,,DegC
1.509,,pH,,6.02,,pH
1.509,,Pump1,,0,,%
1.509,,Pump2,,0,,%
1.509,,Temperature,,28,,DegC
1.526,,pH,,6.02,,pH
1.526,,Pump1,,0,,%
1.526,,Pump2,,0,,%
1.526,,Temperature,,28,,DegC
1.543,,pH,,6.02,,pH
1.543,,Pump1,,0,,%
1.543,,Pump2,,0,,%
1.543,,Temperature,,28,,DegC
1.559,,pH,,6.02,,pH
1.559,,Pump1,,0,,%
1.559,,Pump2,,0,,%
1.559,,Temperature,,27.98,,DegC
1.576,,pH,,6.02,,pH
1.576,,Pump1,,0,,%
1.576,,Pump2,,0,,%
1.576,,Temperature,,28,,DegC
1.593,,pH,,6.02,,pH
1.593,,Pump1,,0,,%
1.593,,Pump2,,0,,%
1.593,,Temperature,,28,,DegC
1.609,,pH,,6.02,,pH
1.609,,Pump1,,0,,%
1.609,,Pump2,,0,,%
1.609,,Temperature,,27.99,,DegC
1.626,,pH,,6.02,,pH
1.626,,Pump1,,0,,%
1.626,,Pump2,,0,,%
1.626,,Temperature,,28,,DegC
1.642,,pH,,6.02,,pH
1.642,,Pump1,,0,,%
1.642,,Pump2,,0,,%
1.642,,Temperature,,28,,DegC
1.659,,pH,,6.02,,pH
1.659,,Pump1,,0,,%
1.659,,Pump2,,0,,%
1.659,,Temperature,,28.02,,DegC
1.676,,pH,,6.02,,pH
1.676,,Pump1,,0,,%
1.676,,Pump2,,0,,%
1.676,,Temperature,,28.01,,DegC
1.693,,pH,,6.02,,pH
1.693,,Pump1,,0,,%
1.693,,Pump2,,0,,%
1.693,,Temperature,,28,,DegC
1.709,,pH,,6.02,,pH
1.709,,Pump1,,0,,%
1.709,,Pump2,,0,,%
1.709,,Temperature,,28,,DegC
1.726,,pH,,6.02,,pH
1.726,,Pump1,,0,,%
1.726,,Pump2,,0,,%
1.726,,Temperature,,28.02,,DegC
1.743,,pH,,6.02,,pH
1.743,,Pump1,,0,,%
1.743,,Pump2,,0,,%
1.743,,Temperature,,27.99,,DegC
1.759,,pH,,6.02,,pH
1.759,,Pump1,,0,,%
1.759,,Pump2,,0,,%
1.759,,Temperature,,28,,DegC
1.776,,pH,,6.02,,pH
1.776,,Pump1,,0,,%
1.776,,Pump2,,0,,%
1.776,,Temperature,,28,,DegC
1.792,,pH,,6.02,,pH
1.792,,Pump1,,0,,%
1.792,,Pump2,,0,,%
1.792,,Temperature,,28.02,,DegC
1.809,,pH,,6.02,,pH
1.809,,Pump1,,0,,%
1.809,,Pump2,,0,,%
1.809,,Temperature,,28.02,,DegC
1.826,,pH,,6.02,,pH
1.826,,Pump1,,0,,%
1.826,,Pump2,,0,,%
1.826,,Temperature,,28.02,,DegC
1.843,,pH,,6.02,,pH
1.843,,Pump1,,0,,%
1.843,,Pump2,,0,,%
1.843,,Temperature,,28,,DegC
1.859,,pH,,6.02,,pH
1.859,,Pump1,,0,,%
1.859,,Pump2,,0,,%
1.859,,Temperature,,28.01,,DegC
1.876,,pH,,6.02,,pH
1.876,,Pump1,,0,,%
1.876,,Pump2,,0,,%
1.876,,Temperature,,28,,DegC
1.893,,pH,,6.02,,pH
1.893,,Pump1,,0,,%
1.893,,Pump2,,0,,%
1.893,,Temperature,,28,,DegC
1.909,,pH,,6.02,,pH
1.909,,Pump1,,0,,%
1.909,,Pump2,,0,,%
1.909,,Temperature,,28,,DegC
1.926,,pH,,6.02,,pH
1.926,,Pump1,,0,,%
1.926,,Pump2,,0,,%
1.926,,Temperature,,27.98,,DegC
1.942,,pH,,6.02,,pH
1.942,,Pump1,,0,,%
1.942,,Pump2,,0,,%
1.942,,Temperature,,28,,DegC
1.959,,pH,,6.02,,pH
1.959,,Pump1,,0,,%
1.959,,Pump2,,0,,%
1.959,,Temperature,,28.01,,DegC
1.976,,pH,,6.02,,pH
1.976,,Pump1,,0,,%
1.976,,Pump2,,0,,%
1.976,,Temperature,,27.99,,DegC
1.993,,pH,,6.02,,pH
1.993,,Pump1,,0,,%
1.993,,Pump2,,0,,%
1.993,,Temperature,,28.01,,DegC
2.009,,pH,,6.02,,pH
2.009,,Pump1,,0,,%
2.009,,Pump2,,0,,%
2.009,,Temperature,,28,,DegC
2.026,,pH,,6.02,,pH
2.026,,Pump1,,0,,%
2.026,,Pump2,,0,,%
2.026,,Temperature,,28,,DegC
2.043,,pH,,6.02,,pH
2.043,,Pump1,,0,,%
2.043,,Pump2,,0,,%
2.043,,Temperature,,28.01,,DegC
2.059,,pH,,6.02,,pH
2.059,,Pump1,,0,,%
2.059,,Pump2,,0,,%
2.059,,Temperature,,27.99,,DegC
2.076,,pH,,6.02,,pH
2.076,,Pump1,,0,,%
2.076,,Pump2,,0,,%
2.076,,Temperature,,27.99,,DegC
2.093,,pH,,6.02,,pH
2.093,,Pump1,,0,,%
2.093,,Pump2,,0,,%
2.093,,Temperature,,28.01,,DegC
2.109,,pH,,6.02,,pH
2.109,,Pump1,,0,,%
2.109,,Pump2,,0,,%
2.109,,Temperature,,28.01,,DegC
2.126,,pH,,6.02,,pH
2.126,,Pump1,,0,,%
2.126,,Pump2,,0,,%
2.126,,Temperature,,28,,DegC
2.143,,pH,,6.02,,pH
2.143,,Pump1,,0,,%
2.143,,Pump2,,0,,%
2.143,,Temperature,,28.01,,DegC
2.159,,pH,,6.02,,pH
2.159,,Pump1,,0,,%
2.159,,Pump2,,0,,%
2.159,,Temperature,,27.98,,DegC
2.176,,pH,,6.02,,pH
2.176,,Pump1,,0,,%
2.176,,Pump2,,0,,%
2.176,,Temperature,,28,,DegC
2.193,,pH,,6.02,,pH
2.193,,Pump1,,0,,%
2.193,,Pump2,,0,,%
2.193,,Temperature,,28,,DegC
2.209,,pH,,6.02,,pH
2.209,,Pump1,,0,,%
2.209,,Pump2,,0,,%
2.209,,Temperature,,28,,DegC
2.226,,pH,,6.02,,pH
2.226,,Pump1,,0,,%
2.226,,Pump2,,0,,%
2.226,,Temperature,,28,,DegC
2.243,,pH,,6.02,,pH
2.243,,Pump1,,0,,%
2.243,,Pump2,,0,,%
2.243,,Temperature,,28,,DegC
2.259,,pH,,6.02,,pH
2.259,,Pump1,,0,,%
2.259,,Pump2,,0,,%
2.259,,Temperature,,28,,DegC
2.276,,pH,,6.02,,pH
2.276,,Pump1,,0,,%
2.276,,Pump2,,0,,%
2.276,,Temperature,,28.01,,DegC
2.293,,pH,,6.03,,pH
2.293,,Pump1,,0,,%
2.293,,Pump2,,0,,%
2.293,,Temperature,,28,,DegC
2.309,,pH,,6.02,,pH
2.309,,Pump1,,0,,%
2.309,,Pump2,,0,,%
2.309,,Temperature,,27.98,,DegC
2.326,,pH,,6.02,,pH
2.326,,Pump1,,0,,%
2.326,,Pump2,,0,,%
2.326,,Temperature,,28.01,,DegC
2.343,,pH,,6.02,,pH
2.343,,Pump1,,0,,%
2.343,,Pump2,,0,,%
2.343,,Temperature,,28,,DegC
2.359,,pH,,6.02,,pH
2.359,,Pump1,,0,,%
2.359,,Pump2,,0,,%
2.359,,Temperature,,28.02,,DegC
2.376,,pH,,6.03,,pH
2.376,,Pump1,,0,,%
2.376,,Pump2,,0,,%
2.376,,Temperature,,28,,DegC
2.393,,pH,,6.02,,pH
2.393,,Pump1,,0,,%
2.393,,Pump2,,0,,%
2.393,,Temperature,,28.01,,DegC
2.409,,pH,,6.03,,pH
2.409,,Pump1,,0,,%
2.409,,Pump2,,0,,%
2.409,,Temperature,,27.98,,DegC
2.426,,pH,,6.02,,pH
2.426,,Pump1,,0,,%
2.426,,Pump2,,0,,%
2.426,,Temperature,,28,,DegC
2.443,,pH,,6.03,,pH
2.443,,Pump1,,0,,%
2.443,,Pump2,,0,,%
2.443,,Temperature,,28,,DegC
2.459,,pH,,6.03,,pH
2.459,,Pump1,,0,,%
2.459,,Pump2,,0,,%
2.459,,Temperature,,28,,DegC
2.476,,pH,,6.03,,pH
2.476,,Pump1,,0,,%
2.476,,Pump2,,0,,%
2.476,,Temperature,,27.99,,DegC
2.493,,pH,,6.03,,pH
2.493,,Pump1,,0,,%
2.493,,Pump2,,0,,%
2.493,,Temperature,,28.03,,DegC
2.509,,pH,,6.03,,pH
2.509,,Pump1,,0,,%
2.509,,Pump2,,0,,%
2.509,,Temperature,,28,,DegC
2.526,,pH,,6.02,,pH
2.526,,Pump1,,0,,%
2.526,,Pump2,,0,,%
2.526,,Temperature,,28,,DegC
2.543,,pH,,6.02,,pH
2.543,,Pump1,,0,,%
2.543,,Pump2,,0,,%
2.543,,Temperature,,28,,DegC
2.559,,pH,,6.03,,pH
2.559,,Pump1,,0,,%
2.559,,Pump2,,0,,%
2.559,,Temperature,,27.99,,DegC
2.576,,pH,,6.02,,pH
2.576,,Pump1,,0,,%
2.576,,Pump2,,0,,%
2.576,,Temperature,,28,,DegC
2.593,,pH,,6.02,,pH
2.593,,Pump1,,0,,%
2.593,,Pump2,,0,,%
2.593,,Temperature,,27.98,,DegC
2.609,,pH,,6.02,,pH
2.609,,Pump1,,0,,%
2.609,,Pump2,,0,,%
2.609,,Temperature,,28.01,,DegC
2.626,,pH,,6.02,,pH
2.626,,Pump1,,0,,%
2.626,,Pump2,,0,,%
2.626,,Temperature,,27.99,,DegC
2.643,,pH,,6.02,,pH
2.643,,Pump1,,0,,%
2.643,,Pump2,,0,,%
2.643,,Temperature,,28.03,,DegC
2.659,,pH,,6.02,,pH
2.659,,Pump1,,0,,%
2.659,,Pump2,,0,,%
2.659,,Temperature,,27.99,,DegC
2.676,,pH,,6.02,,pH
2.676,,Pump1,,0,,%
2.676,,Pump2,,0,,%
2.676,,Temperature,,28,,DegC
2.693,,pH,,6.02,,pH
2.693,,Pump1,,0,,%
2.693,,Pump2,,0,,%
2.693,,Temperature,,27.99,,DegC
2.709,,pH,,6.02,,pH
2.709,,Pump1,,0,,%
2.709,,Pump2,,0,,%
2.709,,Temperature,,28.02,,DegC
2.726,,pH,,6.02,,pH
2.726,,Pump1,,0,,%
2.726,,Pump2,,0,,%
2.726,,Temperature,,27.99,,DegC
2.743,,pH,,6.02,,pH
2.743,,Pump1,,0,,%
2.743,,Pump2,,0,,%
2.743,,Temperature,,27.98,,DegC
2.759,,pH,,6.02,,pH
2.759,,Pump1,,0,,%
2.759,,Pump2,,0,,%
2.759,,Temperature,,27.98,,DegC
2.776,,pH,,6.02,,pH
2.776,,Pump1,,0,,%
2.776,,Pump2,,0,,%
2.776,,Temperature,,27.99,,DegC
2.793,,pH,,6.02,,pH
2.793,,Pump1,,0,,%
2.793,,Pump2,,0,,%
2.793,,Temperature,,27.98,,DegC
2.809,,pH,,6.01,,pH
2.809,,Pump1,,0,,%
2.809,,Pump2,,0,,%
2.809,,Temperature,,27.98,,DegC
2.826,,pH,,6.01,,pH
2.826,,Pump1,,0,,%
2.826,,Pump2,,0,,%
2.826,,Temperature,,27.99,,DegC
2.843,,pH,,6.01,,pH
2.843,,Pump1,,0,,%
2.843,,Pump2,,0,,%
2.843,,Temperature,,28,,DegC
2.859,,pH,,6.01,,pH
2.859,,Pump1,,0,,%
2.859,,Pump2,,0,,%
2.859,,Temperature,,27.97,,DegC
2.876,,pH,,6.01,,pH
2.876,,Pump1,,0,,%
2.876,,Pump2,,0,,%
2.876,,Temperature,,27.99,,DegC
2.893,,pH,,6.01,,pH
2.893,,Pump1,,0,,%
2.893,,Pump2,,0,,%
2.893,,Temperature,,28,,DegC
2.909,,pH,,6.01,,pH
2.909,,Pump1,,0,,%
2.909,,Pump2,,0,,%
2.909,,Temperature,,27.98,,DegC
2.926,,pH,,6.01,,pH
2.926,,Pump1,,0,,%
2.926,,Pump2,,0,,%
2.926,,Temperature,,27.97,,DegC
2.943,,pH,,6.01,,pH
2.943,,Pump1,,0,,%
2.943,,Pump2,,0,,%
2.943,,Temperature,,27.97,,DegC
2.959,,pH,,6,,pH
2.959,,Pump1,,0,,%
2.959,,Pump2,,0,,%
2.959,,Temperature,,27.98,,DegC
2.976,,pH,,6,,pH
2.976,,Pump1,,0,,%
2.976,,Pump2,,0,,%
2.976,,Temperature,,28.01,,DegC
2.993,,pH,,6,,pH
2.993,,Pump1,,0,,%
2.993,,Pump2,,0,,%
2.993,,Temperature,,28,,DegC
3.009,,pH,,6,,pH
3.009,,Pump1,,0,,%
3.009,,Pump2,,0,,%
3.009,,Temperature,,28.01,,DegC
3.026,,pH,,6,,pH
3.026,,Pump1,,0,,%
3.026,,Pump2,,0,,%
3.026,,Temperature,,28.02,,DegC
3.043,,pH,,6,,pH
3.043,,Pump1,,0,,%
3.043,,Pump2,,0,,%
3.043,,Temperature,,28,,DegC
3.059,,pH,,6,,pH
3.059,,Pump1,,0,,%
3.059,,Pump2,,0,,%
3.059,,Temperature,,28,,DegC
3.076,,pH,,6,,pH
3.076,,Pump1,,0,,%
3.076,,Pump2,,0,,%
3.076,,Temperature,,28,,DegC
3.093,,pH,,6,,pH
3.093,,Pump1,,0,,%
3.093,,Pump2,,0,,%
3.093,,Temperature,,28.01,,DegC
3.109,,pH,,6,,pH
3.109,,Pump1,,0,,%
3.109,,Pump2,,0,,%
3.109,,Temperature,,28,,DegC
3.126,,pH,,6,,pH
3.126,,Pump1,,0,,%
3.126,,Pump2,,0,,%
3.126,,Temperature,,27.99,,DegC
3.143,,pH,,6,,pH
3.143,,Pump1,,0,,%
3.143,,Pump2,,0,,%
3.143,,Temperature,,28,,DegC
3.159,,pH,,5.99,,pH
3.159,,Pump1,,0,,%
3.159,,Pump2,,0,,%
3.159,,Temperature,,28,,DegC
3.176,,pH,,5.99,,pH
3.176,,Pump1,,0,,%
3.176,,Pump2,,0,,%
3.176,,Temperature,,28,,DegC
3.193,,pH,,5.99,,pH
3.193,,Pump1,,0,,%
3.193,,Pump2,,0,,%
3.193,,Temperature,,28.01,,DegC
3.209,,pH,,5.99,,pH
3.209,,Pump1,,0,,%
3.209,,Pump2,,0,,%
3.209,,Temperature,,28.01,,DegC
3.226,,pH,,5.99,,pH
3.226,,Pump1,,0,,%
3.226,,Pump2,,0,,%
3.226,,Temperature,,28,,DegC
3.243,,pH,,5.99,,pH
3.243,,Pump1,,0,,%
3.243,,Pump2,,0,,%
3.243,,Temperature,,28,,DegC
3.259,,pH,,5.99,,pH
3.259,,Pump1,,0,,%
3.259,,Pump2,,0,,%
3.259,,Temperature,,28,,DegC
3.276,,pH,,5.98,,pH
3.276,,Pump1,,0,,%
3.276,,Pump2,,0,,%
3.276,,Temperature,,28.01,,DegC
3.293,,pH,,5.98,,pH
3.293,,Pump1,,0,,%
3.293,,Pump2,,0,,%
3.293,,Temperature,,28,,DegC
3.309,,pH,,5.98,,pH
3.309,,Pump1,,0,,%
3.309,,Pump2,,0,,%
3.309,,Temperature,,28,,DegC
3.326,,pH,,5.98,,pH
3.326,,Pump1,,0,,%
3.326,,Pump2,,0,,%
3.326,,Temperature,,28.02,,DegC
3.342,,pH,,5.98,,pH
3.342,,Pump1,,0,,%
3.342,,Pump2,,10.49,,%
3.342,,Temperature,,28,,DegC
3.359,,pH,,5.98,,pH
3.359,,Pump1,,0,,%
3.359,,Pump2,,0,,%
3.359,,Temperature,,28.02,,DegC
3.376,,pH,,5.98,,pH
3.376,,Pump1,,0,,%
3.376,,Pump2,,0,,%
3.376,,Temperature,,27.99,,DegC
3.393,,pH,,5.98,,pH
3.393,,Pump1,,0,,%
3.393,,Pump2,,0,,%
3.393,,Temperature,,28,,DegC
3.409,,pH,,5.98,,pH
3.409,,Pump1,,0,,%
3.409,,Pump2,,0,,%
3.409,,Temperature,,28,,DegC
3.426,,pH,,5.99,,pH
3.426,,Pump1,,0,,%
3.426,,Pump2,,0,,%
3.426,,Temperature,,28.01,,DegC
